file,label,split,title,artist,license,license_url,source_url
test/Dry/2ad94a9a4f1d5586.jpg,Dry,test,File:2011 Canadian GP Friday 14.jpg,Mark McArdle from Canada,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:2011_Canadian_GP_Friday_14.jpg
test/Dry/fa900a2c05873663.jpg,Dry,test,File:Bianchi and McLaren at 1968 Dutch Grand Prix.jpg,"Evers, Joost / Anefo / neg. stroken, 1945-1989, 2.24.01.05, item number 921-4600",CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en,https://commons.wikimedia.org/wiki/File:Bianchi_and_McLaren_at_1968_Dutch_Grand_Prix.jpg
test/Dry/dccfdfbf9d0986be.jpg,Dry,test,File:Oliver at 1968 Dutch Grand Prix (2).jpg,"Evers, Joost / Anefo / neg. stroken, 1945-1989, 2.24.01.05, item number 921-4603",CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en,https://commons.wikimedia.org/wiki/File:Oliver_at_1968_Dutch_Grand_Prix_(2).jpg
test/Dry/e8ad4287c55e1718.jpg,Dry,test,File:Fernando Alonso 2012 Malaysia Qualify.jpg,Morio,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Fernando_Alonso_2012_Malaysia_Qualify.jpg
test/Dry/82fa77157217e85a.jpg,Dry,test,File:2007 Japanese GP FH040018 (4837603952).jpg,nimame,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:2007_Japanese_GP_FH040018_(4837603952).jpg
test/Dry/4ae1ad8343fd0590.jpg,Dry,test,File:Circuit de Monaco - Virage de Sainte-Dévote (54763471498).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_de_Sainte-D%C3%A9vote_(54763471498).jpg
test/Dry/9f070fae7a858599.jpg,Dry,test,File:Sebastian Vettel 2012 Malaysia FP3.jpg,Morio,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Sebastian_Vettel_2012_Malaysia_FP3.jpg
test/Dry/11946b890c32c763.jpg,Dry,test,File:Rodríguez at 1968 Dutch Grand Prix.jpg,"Evers, Joost / Anefo / neg. stroken, 1945-1989, 2.24.01.05, item number 921-4588",CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en,https://commons.wikimedia.org/wiki/File:Rodr%C3%ADguez_at_1968_Dutch_Grand_Prix.jpg
test/Dry/13c6f05e5d5d1064.jpg,Dry,test,File:Charlie Whiting at the Wheel! (5819619828).jpg,ph-stop,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Charlie_Whiting_at_the_Wheel!_(5819619828).jpg
test/Dry/4e5a2953c85ad7d6.jpg,Dry,test,File:Nico Hulkenberg 2012 Malaysia Qualify.jpg,Morio,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Nico_Hulkenberg_2012_Malaysia_Qualify.jpg
test/Dry/d76878f70eb803ab.jpg,Dry,test,File:Takuma Sato 2007 Japan 2.jpg,MATSUOKA Kohei,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Takuma_Sato_2007_Japan_2.jpg
test/Dry/29295a79715ca080.jpg,Dry,test,File:Lewis Hamilton Silverstone 2008 test.jpg,Keith Williams,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Lewis_Hamilton_Silverstone_2008_test.jpg
test/Dry/afe5c2d77733a624.jpg,Dry,test,File:Ickx at 1968 Dutch Grand Prix (3).jpg,"Evers, Joost / Anefo / neg. stroken, 1945-1989, 2.24.01.05, item number 921-4601",CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en,https://commons.wikimedia.org/wiki/File:Ickx_at_1968_Dutch_Grand_Prix_(3).jpg
test/Dry/cc15a4bbd3134b2f.jpg,Dry,test,File:Old skool F1 (6019258409).jpg,"Mat Hampson from Philadelphia, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Old_skool_F1_(6019258409).jpg
validation/Dry/7cb4c63b107dad09.jpg,Dry,validation,File:Button canda 2011.jpg,ph-stop,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Button_canda_2011.jpg
validation/Dry/5ee49ee94e99f455.jpg,Dry,validation,File:Circuit de Monaco - Ligne droite des stands (54763463263).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Ligne_droite_des_stands_(54763463263).jpg
validation/Dry/cb167696eceb2233.jpg,Dry,validation,File:Circuit de Monaco - Sortie du virage du Tabac (54783935639).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Sortie_du_virage_du_Tabac_(54783935639).jpg
validation/Dry/a30884f3ac5405ec.jpg,Dry,validation,File:Sutil Monaco 2008.jpg,Danny Norton,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Sutil_Monaco_2008.jpg
validation/Dry/eb86bb3dbc2f83d1.jpg,Dry,validation,File:Circuit de Monaco - Virage de la Piscine (54799643008).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_de_la_Piscine_(54799643008).jpg
validation/Dry/d2005460e1725dc7.jpg,Dry,validation,File:Robert Kubica 2008 Britain.jpg,"Marc Evans from Newbury, UK",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Robert_Kubica_2008_Britain.jpg
validation/Dry/7e66bb85f2d3683b.jpg,Dry,validation,File:Circuit de Monaco - Virage de Sainte-Dévote (54763471873).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_de_Sainte-D%C3%A9vote_(54763471873).jpg
validation/Dry/634a55dad1b9d534.jpg,Dry,validation,File:Buemi Chinese GP qualy 2010.jpg,Drew,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Buemi_Chinese_GP_qualy_2010.jpg
validation/Dry/50417a905d272ce1.jpg,Dry,validation,File:2011 Canadian GP - restart.jpg,Mark McArdle from Canada,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:2011_Canadian_GP_-_restart.jpg
validation/Dry/461135156c1f12ce.jpg,Dry,validation,File:Hamilton with lock (3016323663).jpg,Mark Kent,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Hamilton_with_lock_(3016323663).jpg
validation/Dry/ef6120d8a9487678.jpg,Dry,validation,File:Circuit de Monaco - Portier (54776956198).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Portier_(54776956198).jpg
validation/Dry/0f945cf2e1416b82.jpg,Dry,validation,File:Circuit de Monaco - Chicane du port (54783709344).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Chicane_du_port_(54783709344).jpg
validation/Dry/fb25bcc2a30c0700.jpg,Dry,validation,File:De la Rosa China qualy 2010 (cropped).jpg,"De_la_Rosa_China_qualy_2010.jpg: Ilia Tsmykal from Blagoveschensk, Russia
derivative work: Chubbennaitor (talk)",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:De_la_Rosa_China_qualy_2010_(cropped).jpg
validation/Dry/9cb12cfbd7dda178.jpg,Dry,validation,File:2011 Canadian Grand Prix (5819629768).jpg,ph-stop,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:2011_Canadian_Grand_Prix_(5819629768).jpg
validation/Dry/1a679608dec1b719.jpg,Dry,validation,File:Circuit de Monaco - Virage de la Piscine (54783706926).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_de_la_Piscine_(54783706926).jpg
validation/Dry/f05f6b6972dd0317.jpg,Dry,validation,File:Circuit de Monaco - Rascasse (54784198604).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Rascasse_(54784198604).jpg
validation/Dry/0480cbe4c7dd3529.jpg,Dry,validation,File:Medical Car (5817329098).jpg,ph-stop,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Medical_Car_(5817329098).jpg
validation/Dry/e28bc96d27bf06cd.jpg,Dry,validation,File:Sutil Petrov China GP 2010.jpg,"Ilia Tsmykal from Blagoveschensk, Russia",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Sutil_Petrov_China_GP_2010.jpg
validation/Dry/663f96ee289e3802.jpg,Dry,validation,File:Hamilton Up close (3016404651).jpg,Mark Kent,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Hamilton_Up_close_(3016404651).jpg
validation/Dry/bcf0fe0bbe18c856.jpg,Dry,validation,File:Circuit de Monaco - Virage de Sainte-Dévote (54763232546).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_de_Sainte-D%C3%A9vote_(54763232546).jpg
validation/Dry/7dd0ce937bde5d18.jpg,Dry,validation,File:Fernando Alonso won 2012 Malaysian GP.jpg,Morio,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Fernando_Alonso_won_2012_Malaysian_GP.jpg
validation/Dry/c1ebfb07cab63db4.jpg,Dry,validation,File:Circuit de Monaco - Portier (54776935514).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Portier_(54776935514).jpg
validation/Dry/120caf3fe391d9bd.jpg,Dry,validation,File:Hamilton Monaco 2008.jpg,Danny Norton,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Hamilton_Monaco_2008.jpg
validation/Dry/5e6cce8d5767d92b.jpg,Dry,validation,File:Circuit de Monaco - Pitlane (54799711980).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Pitlane_(54799711980).jpg
validation/Dry/04c794a53801a3cd.jpg,Dry,validation,File:Circuit de Monaco - Épingle du Loews Fairmont (54777007885).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_%C3%89pingle_du_Loews_Fairmont_(54777007885).jpg
validation/Dry/2f12b3abd1de9c81.jpg,Dry,validation,File:Felipe Massa 2008 Britain.jpg,"David Hunt from Warwickshire, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Felipe_Massa_2008_Britain.jpg
validation/Dry/d8b300292c1ee04e.jpg,Dry,validation,File:Circuit de Monaco - Virage de Sainte-Dévote (54763577980).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_de_Sainte-D%C3%A9vote_(54763577980).jpg
validation/Dry/4b74612724bcb669.jpg,Dry,validation,File:Hummer H3 (54783801500).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Hummer_H3_(54783801500).jpg
validation/Dry/f50695efd7d9bfa3.jpg,Dry,validation,File:Jean-Eric Vergne 2012 Malaysia Race.jpg,Morio,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Jean-Eric_Vergne_2012_Malaysia_Race.jpg
train/Dry/205316bff548eff6.jpg,Dry,train,File:USGP Austin 2015 (22530674055).jpg,"Curt Smith from Bellevue, WA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:USGP_Austin_2015_(22530674055).jpg
train/Dry/5f28051b09d47ec5.jpg,Dry,train,File:Alonso China qualy 2010.jpg,"Ilia Tsmykal from Blagoveschensk, Russia",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Alonso_China_qualy_2010.jpg
train/Dry/9347e5715f8b676e.jpg,Dry,train,File:Michael Schumacher & Nico Rosberg (4957394678).jpg,"Nic Redhead from Birmingham, UK",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Michael_Schumacher_%26_Nico_Rosberg_(4957394678).jpg
train/Dry/3566f9967c13e9b4.jpg,Dry,train,File:Sebastian Vettel 2008 Monaco.jpg,"Cord Rodefeld from Ulm, Germany",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Sebastian_Vettel_2008_Monaco.jpg
train/Dry/29a3bf0636f202a6.jpg,Dry,train,File:Circuit de Monaco - Entrée de la Pitlane (54783149077).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Entr%C3%A9e_de_la_Pitlane_(54783149077).jpg
train/Dry/86da3949370e6c0f.jpg,Dry,train,File:My view for the weekend (6019804586).jpg,"Mat Hampson from Philadelphia, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:My_view_for_the_weekend_(6019804586).jpg
train/Dry/cf0f7d7efbb7de45.jpg,Dry,train,File:Pedro de la Rosa 2012 Malaysia FP1.jpg,Morio,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Pedro_de_la_Rosa_2012_Malaysia_FP1.jpg
train/Dry/c72a19119494b0d9.jpg,Dry,train,File:Alguersuari China qualy 2010 (cropped).jpg,"Alguersuari_China_qualy_2010.jpg: Ilia Tsmykal from Blagoveschensk, Russia
derivative work: Chubbennaitor (talk)",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Alguersuari_China_qualy_2010_(cropped).jpg
train/Dry/118f9216c56b49ad.jpg,Dry,train,File:Circuit de Monaco - Rascasse (54784306415).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Rascasse_(54784306415).jpg
train/Dry/8416b0038f9c8cdc.jpg,Dry,train,"File:Grand Prix 68 Zandvoort .Joachim Bonnier, Bestanddeelnr 921-4593.jpg",Joost Evers / Anefo,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Grand_Prix_68_Zandvoort_.Joachim_Bonnier,_Bestanddeelnr_921-4593.jpg"
train/Dry/31dc4c0ceebf118b.jpg,Dry,train,File:2011 Canadian GP - Webber-Schumacher.jpg,Mark McArdle from Canada,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:2011_Canadian_GP_-_Webber-Schumacher.jpg
train/Dry/820c824305a4d3c9.jpg,Dry,train,File:Formula 1600 (5822199187).jpg,ph-stop,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Formula_1600_(5822199187).jpg
train/Dry/72eef0e8edf77764.jpg,Dry,train,File:Circuit de Monaco - Entrée Chicane du port (54783471796).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Entr%C3%A9e_Chicane_du_port_(54783471796).jpg
train/Dry/e3d6b21f6951d390.jpg,Dry,train,File:USGP Austin Oct 2015 (21853586334).jpg,"Curt Smith from Bellevue, WA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:USGP_Austin_Oct_2015_(21853586334).jpg
train/Dry/74941e080717410d.jpg,Dry,train,File:2007 Japanese GP FH020018 (4836989743).jpg,nimame,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:2007_Japanese_GP_FH020018_(4836989743).jpg
train/Dry/307999a82d52eb8b.jpg,Dry,train,File:2011 Canadian Grand Prix (5822194483).jpg,ph-stop,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:2011_Canadian_Grand_Prix_(5822194483).jpg
train/Dry/811391e939a1a186.jpg,Dry,train,File:2011 Canadian GP Friday 17.jpg,Mark McArdle from Canada,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:2011_Canadian_GP_Friday_17.jpg
train/Dry/ed18a3f8e38666ca.jpg,Dry,train,File:Circuit de Monaco - Virage Anthony Noghes (54798764807).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_Anthony_Noghes_(54798764807).jpg
train/Dry/2fd8492cdc4ee145.jpg,Dry,train,File:USGP Austin Oct 2015 (22289496379).jpg,"Curt Smith from Bellevue, WA, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:USGP_Austin_Oct_2015_(22289496379).jpg
train/Dry/485f8a3c11d2cf13.jpg,Dry,train,File:2019 Japanese Grand Prix George Russell (49043109563).jpg,Takayuki Suzuki,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:2019_Japanese_Grand_Prix_George_Russell_(49043109563).jpg
train/Dry/6510654799d0e057.jpg,Dry,train,File:La Lamborghini n°63 (Grasser Racing Team) vainqueur des 24 Heures de Spa 2025.jpg,Pitchdobrasil,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:La_Lamborghini_n%C2%B063_(Grasser_Racing_Team)_vainqueur_des_24_Heures_de_Spa_2025.jpg
train/Dry/993fc56cdb09784b.jpg,Dry,train,File:Jean-Eric Vergne 2012 Malaysia FP1.jpg,Morio,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Jean-Eric_Vergne_2012_Malaysia_FP1.jpg
train/Dry/450d068f55e39ed0.jpg,Dry,train,File:Circuit de Monaco - Sortie du virage de la piscine (54783077002).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Sortie_du_virage_de_la_piscine_(54783077002).jpg
train/Dry/15beaf2d82937432.jpg,Dry,train,File:2007 Japanese GP FH030019 (4837602736).jpg,nimame,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:2007_Japanese_GP_FH030019_(4837602736).jpg
train/Dry/ff61a5e3aa364953.jpg,Dry,train,File:Circuit de Monaco - Virage de la Piscine (54783717016).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_de_la_Piscine_(54783717016).jpg
train/Dry/bbdd05189d711151.jpg,Dry,train,File:2011 Canadian Grand Prix (5820417271).jpg,ph-stop,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:2011_Canadian_Grand_Prix_(5820417271).jpg
train/Dry/b1f14b42a1e67063.jpg,Dry,train,File:Teflonso (6019272479).jpg,"Mat Hampson from Philadelphia, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Teflonso_(6019272479).jpg
train/Dry/442c88d4e7674f03.jpg,Dry,train,File:Jenson Button 2008 Monaco.jpg,"Cord Rodefeld from Ulm, Germany",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,https://commons.wikimedia.org/wiki/File:Jenson_Button_2008_Monaco.jpg
train/Dry/a450cca3f644596b.jpg,Dry,train,File:Circuit de Monaco - Virage de la Piscine (54783720566).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Virage_de_la_Piscine_(54783720566).jpg
train/Dry/bcbf93df37cc191a.jpg,Dry,train,File:Ginetta GT4 Supercup Silverstone 2019.jpg,BWard 1997,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Ginetta_GT4_Supercup_Silverstone_2019.jpg
train/Dry/e211719cf7b1d743.jpg,Dry,train,File:Vlok Euro F3 Hungaroring 2012.jpg,Hjc2010,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Vlok_Euro_F3_Hungaroring_2012.jpg
train/Dry/c328cdb6ad07ff8a.jpg,Dry,train,File:2007 Japanese GP FH000016 (4836986503).jpg,nimame,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:2007_Japanese_GP_FH000016_(4836986503).jpg
train/Dry/aa4a8e8f0b680384.jpg,Dry,train,File:Circuit de Monaco - Entrée de la pit lane (54784861913).jpg,crash71100,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Circuit_de_Monaco_-_Entr%C3%A9e_de_la_pit_lane_(54784861913).jpg
train/Dry/60ce3b9ca272a8a1.jpg,Dry,train,"File:Hungaroring, Formula-1 sculpture (Ank kumar) 08.jpg",Ank kumar,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Hungaroring,_Formula-1_sculpture_(Ank_kumar)_08.jpg"
train/Dry/328ae4a52eb72414.jpg,Dry,train,File:Driving Center Clubhouse.jpg,Francois Oreca,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Driving_Center_Clubhouse.jpg
train/Dry/b300f366861484b1.jpg,Dry,train,File:2007 Japanese GP FH000017 (4837598264).jpg,nimame,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:2007_Japanese_GP_FH000017_(4837598264).jpg
